line,question,question_type,keywords
719,Can you give a short summary about outlier in clustering?,clustering,"['outlier', 'clustering', 'summary']"
720,What is cluster stability?,clustering,[]
721,Tell me about cluster stability?,clustering,[]
722,What do you know about cluster stability?,clustering,[]
723,Do you know about cluster stability?,clustering,[]
724,What is the process of cluster stability?,clustering,[]
725,How cluster stability works ?,clustering,[]
726,Tell me cluster stability?,clustering,[]
727,About cluster stability?,clustering,[]
728,Let me know about cluster stability?,clustering,[]
729,What do you say about cluster stability?,clustering,[]
730,What does cluster stabilitymean?,clustering,[]
731,Explain cluster stability?,clustering,[]
732,Define cluster stability?,clustering,[]
733,Can you explain about cluster stability?,clustering,[]
734,Can you say something about cluster stability?,clustering,[]
735,Can you explain briefly about cluster stability?,clustering,[]
736,Can you give a short summary about cluster stability?,clustering,['summary']
737,What is cluster seperation?,clustering,[]
738,Tell me about cluster seperation?,clustering,[]
739,What do you know about cluster seperation?,clustering,[]
740,Do you know about cluster seperation?,clustering,[]
741,What is the process of cluster seperation?,clustering,[]
742,How cluster seperation works ?,clustering,[]
743,Tell me cluster seperation?,clustering,[]
744,About cluster seperation?,clustering,[]
745,Let me know about cluster seperation?,clustering,[]
746,What do you say about cluster seperation?,clustering,[]
747,What does cluster seperationmean?,clustering,[]
748,Explain cluster seperation?,clustering,[]
749,Define cluster seperation?,clustering,[]
750,Can you explain about cluster seperation?,clustering,[]
751,Can you say something about cluster seperation?,clustering,[]
752,Can you explain briefly about cluster seperation?,clustering,[]
753,Can you give a short summary about cluster seperation?,clustering,['summary']
754,What is partitioning clustering?,clustering,['clustering']
755,Tell me about partitioning clustering?,clustering,['clustering']
756,What do you know about partitioning clustering?,clustering,['clustering']
757,Do you know about partitioning clustering?,clustering,['clustering']
758,What is the process of partitioning clustering?,clustering,['clustering']
759,How partitioning clustering works ?,clustering,['clustering']
760,Tell me partitioning clustering?,clustering,['clustering']
761,About partitioning clustering?,clustering,['clustering']
762,Let me know about partitioning clustering?,clustering,['clustering']
763,What do you say about partitioning clustering?,clustering,['clustering']
764,What does partitioning clusteringmean?,clustering,[]
765,Explain partitioning clustering?,clustering,['clustering']
766,Define partitioning clustering?,clustering,['clustering']
767,Can you explain about partitioning clustering?,clustering,['clustering']
768,Can you say something about partitioning clustering?,clustering,['clustering']
769,Can you explain briefly about partitioning clustering?,clustering,['clustering']
770,Can you give a short summary about partitioning clustering?,clustering,"['clustering', 'summary']"
771,What is Trail and Error method?,clustering,[]
772,Tell me about Trail and Error method?,clustering,[]
773,What do you know about Trail and Error method?,clustering,[]
774,Do you know about Trail and Error method?,clustering,[]
775,What is the process of Trail and Error method?,clustering,[]
776,How Trail and Error method works ?,clustering,[]
777,Tell me Trail and Error method?,clustering,[]
778,About Trail and Error method?,clustering,[]
779,Let me know about Trail and Error method?,clustering,[]
780,What do you say about Trail and Error method?,clustering,[]
781,What does Trail and Error methodmean?,clustering,[]
782,Explain Trail and Error method?,clustering,[]
783,Define Trail and Error method?,clustering,[]
784,Can you explain about Trail and Error method?,clustering,[]
785,Can you say something about Trail and Error method?,clustering,[]
786,Can you explain briefly about Trail and Error method?,clustering,[]
787,Can you give a short summary about Trail and Error method?,clustering,['summary']
788,What is data segmentation?,clustering,['data']
789,Tell me about data segmentation?,clustering,['data']
790,What do you know about data segmentation?,clustering,['data']
791,Do you know about data segmentation?,clustering,['data']
792,What is the process of data segmentation?,clustering,['data']
793,How data segmentation works ?,clustering,['data']
794,Tell me data segmentation?,clustering,['data']
795,About data segmentation?,clustering,['data']
796,Let me know about data segmentation?,clustering,['data']
797,What do you say about data segmentation?,clustering,['data']
798,What does data segmentationmean?,clustering,['data']
799,Explain data segmentation?,clustering,['data']
800,Define data segmentation?,clustering,['data']
801,Can you explain about data segmentation?,clustering,['data']
802,Can you say something about data segmentation?,clustering,['data']
803,Can you explain briefly about data segmentation?,clustering,['data']
804,Can you give a short summary about data segmentation?,clustering,"['summary', 'data']"
805,What is homogeneous cluster?,clustering,[]
806,Tell me about homogeneous cluster?,clustering,[]
807,What do you know about homogeneous cluster?,clustering,[]
808,Do you know about homogeneous cluster?,clustering,[]
809,What is the process of homogeneous cluster?,clustering,[]
810,How homogeneous cluster works ?,clustering,[]
811,Tell me homogeneous cluster?,clustering,[]
812,About homogeneous cluster?,clustering,[]
813,Let me know about homogeneous cluster?,clustering,[]
814,What do you say about homogeneous cluster?,clustering,[]
815,What does homogeneous clustermean?,clustering,[]
816,Explain homogeneous cluster?,clustering,[]
817,Define homogeneous cluster?,clustering,[]
818,Can you explain about homogeneous cluster?,clustering,[]
819,Can you say something about homogeneous cluster?,clustering,[]
820,Can you explain briefly about homogeneous cluster?,clustering,[]
821,Can you give a short summary about homogeneous cluster?,clustering,['summary']
822,What is multivariate distance?,clustering,[]
823,Tell me about multivariate distance?,clustering,[]
824,What do you know about multivariate distance?,clustering,[]
825,Do you know about multivariate distance?,clustering,[]
826,What is the process of multivariate distance?,clustering,[]
827,How multivariate distance works ?,clustering,[]
828,Tell me multivariate distance?,clustering,[]
829,About multivariate distance?,clustering,[]
830,Let me know about multivariate distance?,clustering,[]
831,What do you say about multivariate distance?,clustering,[]
832,What does multivariate distancemean?,clustering,[]
833,Explain multivariate distance?,clustering,[]
834,Define multivariate distance?,clustering,[]
835,Can you explain about multivariate distance?,clustering,[]
836,Can you say something about multivariate distance?,clustering,[]
837,Can you explain briefly about multivariate distance?,clustering,[]
838,Can you give a short summary about multivariate distance?,clustering,['summary']
839,What is binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
840,Tell me about binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
841,What do you know about binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
842,Do you know about binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
843,What is the process of binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
844,How binary euclidean distance works ?,clustering,"['euclidean distance', 'euclidean']"
845,Tell me binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
846,About binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
847,Let me know about binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
848,What do you say about binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
849,What does binary euclidean distancemean?,clustering,['euclidean']
850,Explain binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
851,Define binary euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
